1,1,0.0,13.69,17.01,28.92,1,1,1.0
1,2,53.85,61.33,124.59,59.42,1,1,1.0
1,3,91.43,0.04,229.24,62.49,1,1,1.0
1,4,311.47,0.81,399.49,112.09,1,1,1.0
2,1,0.0,18.2,10.3,21.500000000000004,1,1,1.0
2,2,37.56,58.06,118.25999999999999,57.7,1,1,1.0
2,3,91.33,0.04,228.66000000000003,62.39,1,1,1.0
2,4,311.38,0.81,398.6,112.09,1,1,1.0
3,1,0.0,20.1,4.4,16.199999999999996,1,1,1.0
3,2,21.27,54.8,111.92999999999999,55.980000000000004,1,1,1.0
3,3,91.24,0.03,228.07,62.3,1,1,1.0
3,4,311.28,0.81,397.72,112.09,1,1,1.0
4,2,14.25,51.72,100.35,54.84,1,1,1.0
4,3,91.14,0.02,227.49,62.209999999999994,1,1,1.0
4,4,311.18,0.81,396.84,112.09,1,1,1.0
5,2,7.22,48.65,88.78,53.699999999999996,1,1,1.0
5,3,91.04,0.02,226.90999999999997,62.12,1,1,1.0
5,4,311.08,0.81,395.96,112.09,1,1,1.0
6,2,0.2,45.58,77.2,52.55,1,1,1.0
6,3,90.94,0.01,226.32,62.03,1,1,1.0
6,4,310.98,0.81,395.0799999999999,112.09,1,1,1.0
7,2,0.57,42.5,58.23,51.41,1,1,1.0
7,3,90.84,0.01,225.73999999999998,61.93,1,1,1.0
7,4,310.88,0.81,394.20000000000005,112.09,1,1,1.0
8,2,0.57,43.13,43.4,46.449999999999996,1,1,1.0
8,3,90.75,0.0,225.14999999999998,61.84,1,1,1.0
8,4,310.79,0.81,393.31,112.09,1,1,1.0
9,2,0.57,43.77,28.56,41.46999999999999,1,1,1.0
9,3,90.96,0.0,224.94,61.84,1,1,1.0
9,4,310.79,0.81,393.23999999999995,112.09,1,1,1.0
10,2,0.57,44.4,13.73,36.50000000000001,1,1,1.0
10,5,920.17,186.85,39.83000000000004,74.22,1,1,1.0
10,3,91.17,0.0,224.72999999999996,61.84,1,1,1.0
10,4,310.79,0.81,393.16,112.09,1,1,1.0
11,5,873.26,178.13,86.74000000000001,85.92000000000002,1,1,1.0
11,3,91.39,0.0,224.51,61.84,1,1,1.0
11,4,310.79,0.81,393.09,112.09,1,1,1.0
12,5,826.35,169.42,133.64999999999998,97.6,1,1,1.0
12,3,91.6,0.0,224.29999999999998,61.84,1,1,1.0
12,4,310.79,0.81,393.0199999999999,112.09,1,1,1.0
13,5,779.44,160.7,180.55999999999995,109.30000000000001,1,1,1.0
13,3,91.82,0.0,224.07999999999998,61.84,1,1,1.0
13,4,310.79,0.81,392.95,112.09,1,1,1.0
14,5,740.1,152.54,219.10000000000002,114.26000000000002,1,1,1.0
14,3,92.03,0.0,223.86999999999998,61.84,1,1,1.0
14,4,310.79,0.81,392.86999999999995,112.09,1,1,1.0
15,5,700.76,144.37,257.53999999999996,112.61000000000001,1,1,1.0
15,3,92.25,0.0,223.64999999999998,61.84,1,1,1.0
15,4,310.79,0.81,392.8,112.09,1,1,1.0
16,5,661.43,136.21,256.47,110.94999999999999,1,1,1.0
16,3,92.46,0.0,223.44,61.84,1,1,1.0
16,4,310.79,0.81,392.72999999999996,112.09,1,1,1.0
17,5,622.09,128.04,255.39999999999998,109.30000000000001,1,1,1.0
17,3,92.68,0.0,223.21999999999997,61.84,1,1,1.0
17,4,310.79,0.81,392.65000000000003,112.09,1,1,1.0
18,5,587.45,122.09,248.67999999999995,106.35,1,1,1.0
18,6,0.0,165.03,95.41,115.89000000000001,1,1,1.0
18,3,92.89,0.0,223.01,61.84,1,1,1.0
18,4,310.79,0.81,392.58,112.09,1,1,1.0
19,5,552.81,116.15,241.95000000000005,103.38,1,1,1.0
19,6,0.0,173.31,119.3,119.87,1,1,1.0
19,3,93.11,0.0,222.78999999999996,61.84,1,1,1.0
19,4,310.79,0.81,392.50999999999993,112.09,1,1,1.0
20,5,518.18,110.2,235.22000000000003,100.42,1,1,1.0
20,6,0.0,181.59,143.2,123.85,1,1,1.0
20,3,93.32,0.0,222.57999999999998,61.84,1,1,1.0
20,4,310.79,0.81,392.43,112.09,1,1,1.0
21,5,488.69,106.83,225.91000000000003,95.86999999999999,1,1,1.0
21,6,0.0,189.86,167.1,127.83999999999997,1,1,1.0
21,3,93.54,0.0,222.35999999999996,61.84,1,1,1.0
21,4,310.79,0.81,392.35999999999996,112.09,1,1,1.0
22,5,459.2,103.47,216.59999999999997,91.32,1,1,1.0
22,6,15.64,199.52,184.33999999999997,135.66,1,1,1.0
