1,1,121.37,333.87,136.71999999999997,59.079999999999984,1,1,1.0
1,2,208.4,250.53,94.91,40.29999999999998,1,1,1.0
1,3,736.6,266.74,67.89999999999998,38.389999999999986,1,1,1.0
2,1,98.84,337.49,136.96,58.46999999999997,1,1,1.0
2,2,208.4,250.74,94.91,40.25,1,1,1.0
2,3,722.06,268.65,69.40000000000009,38.85000000000002,1,1,1.0
3,1,75.5,343.14,137.3,57.84000000000003,1,1,1.0
3,2,208.4,250.96,94.91,40.17999999999998,1,1,1.0
3,3,707.52,270.55,70.89999999999998,39.31999999999999,1,1,1.0
4,1,49.82,344.1,141.28,61.73999999999995,1,1,1.0
4,2,208.4,251.18,94.91,40.120000000000005,1,1,1.0
4,3,692.99,272.46,72.38999999999999,39.78000000000003,1,1,1.0
5,1,23.2,348.74,145.4,60.48000000000002,1,1,1.0
5,2,208.4,251.4,94.91,40.059999999999974,1,1,1.0
5,3,678.45,274.36,73.88999999999999,40.25,1,1,1.0
6,1,1.78,353.39,145.52,62.410000000000025,1,1,1.0
6,2,208.4,251.61,94.91,40.00999999999999,1,1,1.0
6,3,663.91,276.27,75.38999999999999,40.710000000000036,1,1,1.0
7,1,1.43,358.03,122.19,62.47000000000003,1,1,1.0
7,2,208.4,251.83,94.91,39.93999999999997,1,1,1.0
7,3,649.37,278.18,76.88999999999999,41.170000000000016,1,1,1.0
8,1,1.08,362.67,98.86,62.52999999999997,1,1,1.0
8,2,208.4,252.05,94.91,39.879999999999995,1,1,1.0
8,3,634.83,280.08,78.38999999999999,41.64000000000004,1,1,1.0
9,1,0.72,367.31,75.54,56.089999999999975,1,1,1.0
9,2,208.4,252.27,94.91,39.819999999999965,1,1,1.0
9,3,620.29,281.99,79.88999999999999,42.099999999999966,1,1,1.0
10,1,0.37,371.96,52.21,53.14000000000004,1,1,1.0
10,2,208.4,252.48,94.91,39.76000000000002,1,1,1.0
10,3,605.75,283.89,81.38999999999999,42.56999999999999,1,1,1.0
11,1,0.01,376.6,28.889999999999997,52.870000000000005,1,1,1.0
11,2,208.4,252.7,94.91,39.69999999999999,1,1,1.0
11,3,591.21,285.8,82.88999999999999,43.02999999999997,1,1,1.0
12,2,208.37,252.71,94.90999999999997,39.77000000000001,1,1,1.0
12,3,574.55,288.06,84.43000000000006,43.80000000000001,1,1,1.0
13,2,208.34,252.72,94.91,39.84,1,1,1.0
13,3,557.89,290.32,85.97000000000003,44.56999999999999,1,1,1.0
14,2,208.31,252.73,94.91000000000003,39.91,1,1,1.0
14,3,541.22,292.58,87.51999999999998,45.34000000000003,1,1,1.0
15,2,208.28,252.74,94.91,39.98000000000002,1,1,1.0
15,3,524.56,294.84,89.06000000000006,46.110000000000014,1,1,1.0
16,2,208.25,252.75,94.91000000000003,40.05000000000001,1,1,1.0
16,3,507.9,297.1,90.60000000000002,46.879999999999995,1,1,1.0
17,2,208.22,252.76,94.91,40.120000000000005,1,1,1.0
17,3,491.24,299.36,92.13999999999999,47.64999999999998,1,1,1.0
18,2,208.19,252.77,94.91000000000003,40.18999999999997,1,1,1.0
18,3,474.58,301.62,93.68,48.420000000000016,1,1,1.0
19,2,208.16,252.78,94.91,40.26000000000002,1,1,1.0
19,3,457.92,303.88,95.21999999999997,49.19,1,1,1.0
20,2,208.13,252.79,94.91000000000003,40.33000000000001,1,1,1.0
20,3,441.25,306.14,96.76999999999998,49.960000000000036,1,1,1.0
21,2,208.1,252.8,94.91,40.39999999999998,1,1,1.0
21,3,424.59,308.4,98.31,50.73000000000002,1,1,1.0
22,2,208.1,252.76,94.91,40.370000000000005,1,1,1.0
22,3,404.79,311.7,100.41999999999996,51.56,1,1,1.0
23,2,208.1,252.72,94.91,40.34,1,1,1.0
23,3,384.98,315.0,102.53999999999996,52.379999999999995,1,1,1.0
24,2,208.1,252.68,94.91,40.31,1,1,1.0
24,3,365.17,318.3,104.65999999999997,53.20999999999998,1,1,1.0
25,2,208.1,252.64,94.91,40.28000000000003,1,1,1.0
25,3,345.36,321.6,106.77999999999997,54.02999999999997,1,1,1.0
26,2,208.1,252.6,94.91,40.25000000000003,1,1,1.0
26,3,325.55,324.9,108.89999999999998,54.860000000000014,1,1,1.0
27,2,208.1,252.56,94.91,40.21999999999997,1,1,1.0
27,3,305.75,328.2,111.00999999999999,55.68000000000001,1,1,1.0
28,2,208.1,252.52,94.91,40.18999999999997,1,1,1.0
28,3,285.94,331.5,113.13,56.50999999999999,1,1,1.0
29,2,208.1,252.48,94.91,40.16,1,1,1.0
29,3,266.13,334.8,115.25,57.329999999999984,1,1,1.0
30,2,208.1,252.44,94.91,40.129999999999995,1,1,1.0
30,3,246.32,338.1,117.37,58.15999999999997,1,1,1.0
31,2,208.1,252.4,94.91,40.099999999999994,1,1,1.0
31,3,226.52,341.4,119.47999999999999,58.98000000000002,1,1,1.0
32,2,208.1,252.43,94.91,40.06999999999999,1,1,1.0
32,3,201.77,345.48,123.80999999999997,60.99000000000001,1,1,1.0
33,2,208.1,252.46,94.91,40.03999999999999,1,1,1.0
33,3,177.03,349.57,128.13000000000002,63.0,1,1,1.0
